Authors,Article Title,Source Title,Study,Study,Species common name,Species,,Regne,Phyla,Classe,Ordre,Factor,Factor variation,Crossing/wild,Method,Type of h? (narrow / broad),keep?,comment,Which is stressful?,Stress (heat/acidity/drought/wet),trait,trait type (lht/morpho/physio/behav),error type,h? mild environment,se h? mild,range of CI mild,SE m,h? harsh environment,se h? harsh environment,range of CI harsh,SE h,error type,evolvability mild environment,se evolvability mild environment,evolvability harsh environment,se evolvability harsh environment,error type,Evol_Mild,Evol_Harsh,Va mild environment,se Va mild environment,Va harsh environment,se Va harsh environment,Vp mild,Vp harsh,mean mild,se mean mild,mean harsh,se mean harsh,ISSN,Publication Year,Volume,Issue,Start Page,End Page,Article Number,DOI,Early Access Date,UT (Unique WOS ID)
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,Central population | 18?C,drought (temperature unclear as performances under 25 are good),drought,Height increment,Morphology,se,0.8,0.19,,0.19,0.43,0.14,,0.14,none,20.1,,14.3,,,20.1,14.3,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,Central population | 18?C,drought (temperature unclear as performances under 25 are good),drought,Shoot dry weight,Morphology,se,0.82,0.2,,0.2,0.41,0.13,,0.13,none,30.6,,13.9,,,30.6,13.9,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,Central population | 18?C,drought (temperature unclear as performances under 25 are good),drought,Root dry weight,Morphology,se,0.56,0.16,,0.16,0.44,0.14,,0.14,none,25.7,,18.1,,,25.7,18.1,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,Central population | 18?C,drought (temperature unclear as performances under 25 are good),drought,Total dry weight,Morphology,se,0.81,0.19,,0.19,0.49,0.15,,0.15,none,28.3,,14.1,,,28.3,14.1,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,Central population | 18?C,drought (temperature unclear as performances under 25 are good),drought,Root/shoot ratio,Morphology,se,0.07,0.07,,0.07,0.27,0.11,,0.11,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,South population | 18?C,drought (temperature unclear as performances under 25 are good),drought,Height,Morphology,se,0.47,0.16,,0.16,0.67,0.2,,0.2,none,11.5,,14.5,,,11.5,14.5,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,South population | 18?C,drought (temperature unclear as performances under 25 are good),drought,Height increment,Morphology,se,0.35,0.14,,0.14,0.49,0.16,,0.16,none,12.2,,16.3,,,12.2,16.3,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,South population | 18?C,drought (temperature unclear as performances under 25 are good),drought,Shoot dry weight,Morphology,se,0.49,0.16,,0.16,0.33,0.13,,0.13,none,23.3,,10.6,,,23.3,10.6,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,South population | 18?C,drought (temperature unclear as performances under 25 are good),drought,Root dry weight,Morphology,se,0.22,0.22,,0.22,0.21,0.11,,0.11,none,16.5,,13.7,,,16.5,13.7,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,South population | 18?C,drought (temperature unclear as performances under 25 are good),drought,Total dry weight,Morphology,se,0.46,0.16,,0.16,0.3,0.13,,0.13,none,19.2,,9.5,,,19.2,9.5,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,South population | 18?C,drought (temperature unclear as performances under 25 are good),drought,Root/shoot ratio,Morphology,se,0.03,0.06,,0.06,0.23,0.11,,0.11,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,Central population | 25?C,drought (temperature unclear as performances under 25 are good),drought,Height,Morphology,se,0.52,0.15,,0.15,0.62,0.17,,0.17,none,14.8,,14,,,14.8,14,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,Central population | 25?C,drought (temperature unclear as performances under 25 are good),drought,Height increment,Morphology,se,0.38,0.13,,0.13,0.43,0.14,,0.14,none,14.8,,15.6,,,14.8,15.6,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,Central population | 25?C,drought (temperature unclear as performances under 25 are good),drought,Shoot dry weight,Morphology,se,0.61,0.17,,0.17,0.63,0.17,,0.17,none,36.1,,18.8,,,36.1,18.8,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,Central population | 25?C,drought (temperature unclear as performances under 25 are good),drought,Root dry weight,Morphology,se,0.23,0.1,,0.1,0.28,0.11,,0.11,none,24.8,,18.1,,,24.8,18.1,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,Central population | 25?C,drought (temperature unclear as performances under 25 are good),drought,Total dry weight,Morphology,se,0.48,0.14,,0.14,0.59,0.16,,0.16,none,31.5,,17.3,,,31.5,17.3,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,Central population | 25?C,drought (temperature unclear as performances under 25 are good),drought,Root/shoot ratio,Morphology,se,0.24,0.1,,0.1,0.04,0.06,,0.06,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,South population | 25?C,drought (temperature unclear as performances under 25 are good),drought,Height,Morphology,se,0.47,0.16,,0.16,0.34,0.14,,0.14,none,13.7,,9.8,,,13.7,9.8,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,South population | 25?C,drought (temperature unclear as performances under 25 are good),drought,Height increment,Morphology,se,0.55,0.17,,0.17,0.51,0.17,,0.17,none,17.9,,16.3,,,17.9,16.3,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,South population | 25?C,drought (temperature unclear as performances under 25 are good),drought,Shoot dry weight,Morphology,se,0.19,0.1,,0.1,0.36,0.14,,0.14,none,18.2,,11.7,,,18.2,11.7,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,South population | 25?C,drought (temperature unclear as performances under 25 are good),drought,Root dry weight,Morphology,se,0.03,0.06,,0.06,0.19,0.1,,0.1,none,8.8,,14.6,,,8.8,14.6,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,South population | 25?C,drought (temperature unclear as performances under 25 are good),drought,Total dry weight,Morphology,se,0.08,0.08,,0.08,0.37,0.14,,0.14,none,11.9,,12.1,,,11.9,12.1,,,,,,,,,,,,,,,,,,,,
,,,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,South population | 25?C,drought (temperature unclear as performances under 25 are good),drought,Root/shoot ratio,Morphology,se,0.09,0.08,,0.08,0.05,0.11,,0.11,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
