Study	Species	Trait	fit.trait	Heritability	Evolvability	Mean	Ie	Type	Scale	Organism	Measure
Roff.(1995)	Gryllus.firmus	Development.time	yes	0.36	0.912	49.63	1.621	LH	Time	Insect	Narrowsense
Rolff.et.al..(2005)	Tenebrio.molitor	length	no	0.469	0.264	9.73	0.299	Size	Linear	Insect	Narrowsense
Rolff.et.al..(2005)	Tenebrio.molitor	fat	no	0.537	6.255	9.1	5.393	Size	Weight	Insect	Narrowsense
Rolff.et.al..(2005)	Tenebrio.molitor	cut.darkness	no	0.937	0.786	57.82	0.053	Pattern	Ordinal	Insect	Narrowsense
Rolff.et.al..(2005)	Tenebrio.molitor	Hemocytes	no	0.49	0.0054	199.6	0.0056	Physiological	Count	Insect	Narrowsense
Rolff.et.al..(2005)	Tenebrio.molitor	length	no	0.558	0.321	9.66	0.255	Size	Linear	Insect	Narrowsense
Rolff.et.al..(2005)	Tenebrio.molitor	fat	no	0.556	7.595	7.62	6.065	Size	Weight	Insect	Narrowsense
Rolff.et.al..(2005)	Tenebrio.molitor	cut.darkness	no	0.905	0.825	59.9	0.087	Pattern	Ordinal	Insect	Narrowsense
Rolff.et.al..(2005)	Tenebrio.molitor	Hemocytes	no	0.811	0.015	115.28	0.004	Physiological	Count	Insect	Narrowsense
Routly.&.Husband.(2005)	Chamerion.angustifolium	Male-phase..duration	no	0.23	0.995642825	18.8	3.333239022	LH	Time	Plant	Narrowsense
Routly.&.Husband.(2005)	Chamerion.angustifolium	Female-phase.duration	no	0.17	0.191213543	67.6	0.933572004	LH	Time	Plant	Narrowsense
Routly.&.Husband.(2005)	Chamerion.angustifolium	Floral.width	no	0.19	0.076551921	31.9	0.326352925	Size	Linear	Plant	Narrowsense
Routly.&.Husband.(2005)	Chamerion.angustifolium	Floral.separation	no	0.07	0.124851367	17.4	1.658739596	Size	Linear	Plant	Narrowsense
Routly.&.Husband.(2005)	Chamerion.angustifolium	Display.length	no	0.18	0.003514161	39.2	0.016008955	Size	Linear	Plant	Narrowsense
Routly.&.Husband.(2005)	Chamerion.angustifolium	Display.size	no	0.22	3.835328712	6.9	13.59798362	Size	Count	Plant	Narrowsense
Ryder.&.Siva-Jothy(2001)	Acheta.domesticus	Haemocyte.load	no	0.297	3.591025	29107	8.499968266	Physiological	Count	Insect	Narrowsense
Ryder.&.Siva-Jothy(2001)	Acheta.domesticus	Capsule.volume	no	0.203	7.918596	0.612	31.08926607	Size	Volume	Insect	Narrowsense
Ryder.&.Siva-Jothy(2001)	Acheta.domesticus	Male.size	no	0.456	0.767376	387.3	0.915466105	Size	Weight	Insect	Narrowsense
R?nning.et.al..(2007)	Taeniopygia.guttata	Basal.metabolic.rate	no	0.25	0.241081	39.68	0.723243	Physiological	Volume	Bird	Narrowsense
R?nning.et.al..(2007)	Taeniopygia.guttata	Head.length	no	0.382	0.0289	23.27	0.04675445	Size	Linear	Bird	Narrowsense
R?nning.et.al..(2007)	Taeniopygia.guttata	Tarsus.length	no	0.322	0.060025	14.16	0.126388043	Size	Linear	Bird	Narrowsense
R?nning.et.al..(2007)	Taeniopygia.guttata	Wing.length	no	0.477	0.041616	57.01	0.045629283	Size	Linear	Bird	Narrowsense
R?nning.et.al..(2007)	Taeniopygia.guttata	Body.mass	no	0.336	0.354025	14.47	0.699620833	Size	Weight	Bird	Narrowsense
R?nning.et.al..(2007)	Taeniopygia.guttata	BMR.conditional.on.body.mass	no	0.041	0.0004	39.68	0.009356098	Physiological	Volume	Bird	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Terminal.carpel.mass	no	0.375	3.232804	NA	5.388006667	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Terminal.sepal.mass	no	0.235	1.827904	NA	5.950410894	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Terminal.capsule.mass	no	0.261	1.585081	NA	4.48802628	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Terminal.viable.seed.mass	no	0.351	4.227136	NA	7.815986507	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Lateral.carpel.mass	no	0.374	4.5369	NA	7.593848663	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Lateral.sepal.mass	no	0.16	1.643524	NA	8.628501	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Lateral.capsule.mass	no	0.326	1.700416	NA	3.515584	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Lateral.viable.seed.mass	no	0.314	2.937796	NA	6.418242217	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Average.female.mass	no	0.237	1.142761	NA	3.679015371	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Terminal.stamen.mass	no	0.462	1.912689	NA	2.227330481	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Terminal.carpel.mass	no	0.262	1.993744	NA	5.615965924	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Terminal.sepal.mass	no	0.276	1.852321	NA	4.858986971	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Terminal.capsule.mass	no	0.234	1.498176	NA	4.904285538	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Terminal.viable.seed.mass	no	0.044	0.565504	NA	12.28685964	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Terminal.resource.allocation.final	no	0.591	4.822416	NA	3.337340345	LH	Proportion	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Terminal.resource.allocation.at.flowering	no	0.785	2.553604	NA	0.699394726	LH	Proportion	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Lateral.stamen.mass	no	0.296	0.970225	NA	2.307562162	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Lateral.carpel.mass	no	0.192	1.836025	NA	7.726605208	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Lateral.sepal.mass	no	0.184	1.452025	NA	6.439415217	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Lateral.capsule.mass	no	0.692	4.092529	NA	1.821530249	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Lateral.viable.seed.mass	no	0.523	6.145441	NA	5.604924201	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Lateral.resource.allocation.final	no	0.625	4.968441	NA	2.9810646	LH	Proportion	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Lateral.resource.allocation.at.flowering	no	0.133	0.274576	NA	1.789905203	LH	Proportion	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Average.female.mass	no	0.639	3.087049	NA	1.744013598	Size	Weight	Plant	Narrowsense
Sakai.et.al..(2008)	Schiedea.salicaria	Average.male.mass	no	0.537	1.750329	NA	1.509129101	Size	Weight	Plant	Narrowsense
Santos.(1996)	Drosophila.buzzatii	wing.length	no	0.488	0.058	2.085	0.061	Size	Linear	Insect	Narrowsense
Santos.(1996)	Drosophila.buzzatii	wing.length	no	0.511	0.056	2.088	0.053	Size	Linear	Insect	Narrowsense
Santos.(2001)	Drosophila.buzzatii	wing.FA	no	0.035	0.00000053	0.003	0.000015	DS	Linear	Insect	Narrowsense
Santos.(2001)	Drosophila.buzzatii	wing.FA	no	0.056	0.00000092	0.003	0.000015	DS	Linear	Insect	Narrowsense
Santos.(2002)	Drosophila.buzzatii	Right.wing.length	no	0.511	0.041	2.227	0.04	Size	Linear	Insect	Narrowsense
Santos.(2002)	Drosophila.buzzatii	Left.wing.length	no	0.474	0.038	2.226	0.042	Size	Linear	Insect	Narrowsense
Santos.(2002)	Drosophila.buzzatii	Right.wing.width	no	0.705	0.104	1.113	0.044	Size	Linear	Insect	Narrowsense
Santos.(2002)	Drosophila.buzzatii	Left.wing..width	no	0.777	0.116	1.113	0.033	Size	Linear	Insect	Narrowsense
Santos.(2002)	Drosophila.buzzatii	FA.wing.length	no	0.037	2.099	0.006	54.641	DS	Linear	Insect	Narrowsense
Santos.(2002)	Drosophila.buzzatii	FA.wing.width	no	0.036	2.04	0.005	54.621	DS	Linear	Insect	Narrowsense
Santos.et.al..(1992)	Drosophila.buzzatii	Ovariole.number	no	0.763	0.000023	17	0.0000071	LH	Count	Insect	Narrowsense
Sarkissian.&.Harder.(2001)	Brassica.rapa	Pollen.diameter	no	0.44	0.017	24.4	0.021	Size	Linear	Plant	Realized
Sarkissian.&.Harder.(2001)	Brassica.rapa	Pollen.diameter	no	0.35	0.014	24.7	0.026	Size	Linear	Plant	Realized
Sarkissian.&.Harder.(2001)	Brassica.rapa	Pollen.diameter	no	0.35	0.02	24.5	0.037	Size	Linear	Plant	Realized
Sarkissian.&.Harder.(2001)	Brassica.rapa	Pollen.diameter	no	0.42	0.013	25.1	0.019	Size	Linear	Plant	Realized
Sgro.&.Hoffmann.(1998)	Drosophila.melanogaster	Fecundity.14C	yes	0.38	8.18	NA	13.346	LH	Count	Insect	Narrowsense
Sgro.&.Hoffmann.(1998)	Drosophila.melanogaster	Female.Dev..time.14C	yes	-0.43	-0.04	NA	NA	LH	Time	Insect	Narrowsense
Sgro.&.Hoffmann.(1998)	Drosophila.melanogaster	Male.Dev..time.14C	yes	-0.89	-0.07	NA	NA	LH	Time	Insect	Narrowsense
Sgro.&.Hoffmann.(1998)	Drosophila.melanogaster	Female.wing.length.14C	no	0.22	0.03	NA	0.106	Size	Linear	Insect	Narrowsense
Sgro.&.Hoffmann.(1998)	Drosophila.melanogaster	Fecundity.28C	yes	0.22	1.48	NA	5.247	LH	Count	Insect	Narrowsense
Sgro.&.Hoffmann.(1998)	Drosophila.melanogaster	Female.dev..time.18C	yes	0.42	0.04	NA	0.055	LH	Time	Insect	Narrowsense
Sgro.&.Hoffmann.(1998)	Drosophila.melanogaster	Male.dev..time.28C	yes	0.77	0.08	NA	0.024	LH	Time	Insect	Narrowsense
Sgro.&.Hoffmann.(1998)	Drosophila.melanogaster	Female.wing.length.28C	no	0.31	0.03	NA	0.067	Size	Linear	Insect	Narrowsense
Shaw.&.Platenkamp.(1993)	Nemophila.menziesii	dry.mass	no	0.065	5.7	1.52	81.992	Size	Weight	Plant	Narrowsense
Shaw.&.Platenkamp.(1993)	Nemophila.menziesii	dry.mass	no	0.042	2.6	0.5	59.305	Size	Weight	Plant	Narrowsense
Shaw.&.Platenkamp.(1993)	Nemophila.menziesii	dry.mass	no	0.011	0.9	0.18	80.918	Size	Weight	Plant	Narrowsense
Shaw.&.Platenkamp.(1993)	Nemophila.menziesii	dry.mass	no	0.126	9.9	0.72	68.671	Size	Weight	Plant	Narrowsense
Shaw.&.Platenkamp.(1993)	Nemophila.menziesii	dry.mass	no	0.136	9.7	0.29	61.624	Size	Weight	Plant	Narrowsense
Shaw.&.Platenkamp.(1993)	Nemophila.menziesii	dry.mass	no	0.075	6.8	0.29	83.867	Size	Weight	Plant	Narrowsense
Shaw.&.Platenkamp.(1993)	Nemophila.menziesii	dry.mass	no	0.132	9.7	0.23	63.785	Size	Weight	Plant	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	bristle.number	no	0.56	0.815	9.82	0.641	Size	Count	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	thorax	no	0.36	0.036	1.005	0.064	Size	Linear	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	wing.length	no	0.38	0.02	1.725	0.033	Size	Linear	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	wing.width	no	0.54	0.043	0.955	0.037	Size	Linear	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	tibia	no	0.41	0.03	0.68	0.044	Size	Linear	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	bristle.number	no	0.58	0.92	9.55	0.666	Size	Count	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	thorax	no	0.3	0.023	1.075	0.054	Size	Linear	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	wing.length	no	0.52	0.023	1.775	0.021	Size	Linear	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	wing.width	no	0.37	0.025	1.005	0.043	Size	Linear	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	tibia	no	0.3	0.017	0.71	0.04	Size	Linear	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	bristle.number	no	0.56	0.949	8.97	0.745	Size	Count	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	thorax	no	0.2	0.032	0.895	0.127	Size	Linear	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	wing.length	no	0.16	0.017	1.61	0.087	Size	Linear	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	wing.width	no	0.2	0.023	0.87	0.091	Size	Linear	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	tibia	no	0.17	0.023	0.63	0.11	Size	Linear	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	bristle.number	no	0.55	0.843	9.515	0.69	Size	Count	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	thorax	no	0.24	0.023	0.995	0.071	Size	Linear	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	wing.length	no	0.4	0.021	1.71	0.032	Size	Linear	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	wing.width	no	0.4	0.024	0.96	0.036	Size	Linear	Insect	Narrowsense
Shaw.et.al..(1995)	Drosophila.melanogaster	tibia	no	0.3	0.022	0.665	0.05	Size	Linear	Insect	Narrowsense
Sherrad.et.al..(2009)	Avena.barbata	Amax/N	no	0.218	2.466	5.203	8.844	Physiological	NA	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	Vcmax/N	no	0.076	8.208	36.96	99.788	Physiological	NA	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	chlorophyll.concentr.	no	0.119	0.113	44.702	0.839	Physiological	NA	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	A	no	0.122	2.289	6.575	16.477	Physiological	NA	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	gs	no	0.131	4.414	0.063	29.282	Physiological	NA	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	Ar	no	0.289	4.901	7.959	12.058	Physiological	NA	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	gsr	no	0.307	10.791	0.111	24.359	Physiological	NA	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	leaf.mass/area	no	0.29	0.581	0.005	1.422	Shape	Ratio	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	leaf.stomatal.length	no	0.14	0.159	26.218	0.977	Size	Linear	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	leaf.stomatal.density	no	0.198	0.682	57.978	2.763	Shape	Ratio	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	day.of.first.flower.	yes	0.688	1.591	92.067	0.722	LH	Time	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	vegetative.biomass	no	0.612	9.58	7.455	6.074	Size	Weight	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	prop.seed.aborted	yes	0.361	12.339	0.146	21.841	LH	Proportion	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	number.of.seeds	yes	0.355	6.262	523.567	11.377	LH	Count	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	Amax/N	no	0	0	8.775	NA	Physiological	NA	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	Vcmax/N	no	0	0	30.496	NA	Physiological	NA	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	chlorophyll.concentr.	no	0.206	0.365	35.417	1.408	Physiological	NA	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	A	no	0.024	0.348	9.125	14.146	Physiological	NA	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	gs	no	0	0	0.254	NA	Physiological	NA	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	Ar	no	0.148	3.256	7.359	18.745	Physiological	NA	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	gsr	no	0.033	0.507	0.358	14.859	Physiological	NA	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	leaf.mass/area	no	0.331	1.314	0.005	2.655	Shape	Ratio	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	leaf.stomatal.length	no	0.363	0.336	28.239	0.59	Size	Linear	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	leaf.stomatal.density	no	0.297	0.943	51.731	2.232	Shape	Ratio	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	day.of.first.flower.	yes	0.564	1.272	100	0.983	LH	Time	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	vegetative.biomass	no	0.314	7.983	23.915	17.442	Size	Weight	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	prop.seed.aborted	yes	0.224	3.684	0.36	12.763	LH	Proportion	Plant	Broadsense
Sherrad.et.al..(2009)	Avena.barbata	number.of.seeds	yes	0.187	8.388	806.129	36.468	LH	Count	Plant	Broadsense
Simmons.(2003)	Teleogryllus.oceanicus	Paternity	no	0	0	0.6	NA	Behavior	Proportion	Insect	Narrowsense
Simmons.(2003)	Teleogryllus.oceanicus	Polyandry	no	0	0	13.91	NA	Behavior	Proportion	Insect	Narrowsense
Simmons.(2003)	Teleogryllus.oceanicus	Testes.weight	no	0.04	0.516	21.67	12.373	Size	Weight	Insect	Narrowsense
Simmons.(2003)	Teleogryllus.oceanicus	Accessory.gland.weight	no	0.42	2.595	31.55	3.584	Size	Weight	Insect	Narrowsense
Simmons.(2003)	Teleogryllus.oceanicus	Ovary.weight	no	0.44	10.272	89.95	13.073	Size	Weight	Insect	Narrowsense
Simmons.(2003)	Teleogryllus.oceanicus	Male.soma.weight	no	0.12	0.524	540.97	3.844	Size	Weight	Insect	Narrowsense
Simmons.(2003)	Teleogryllus.oceanicus	Female.soma.wieght	no	0.2	0.681	516.02	2.723	Size	Weight	Insect	Narrowsense
Simmons.(2003)	Teleogryllus.oceanicus	Male.Pronotum.width	no	0.19	0.121	6.08	0.516	Size	Linear	Insect	Narrowsense
Simmons.(2003)	Teleogryllus.oceanicus	Female.Pronotum.width	no	0.28	0.146	5.65	0.375	Size	Linear	Insect	Narrowsense
Simmons.&.Garcia-Gonzales.(2007)	Teleogryllus.oceanicus	Pronotum.width	no	0.48	0.083521	5.69	0.090481083	Size	Linear	Insect	Narrowsense
Simmons.&.Garcia-Gonzales.(2007)	Teleogryllus.oceanicus	Soma.weight	no	0.3	0.251001	553.61	0.585669	Size	Weight	Insect	Narrowsense
Simmons.&.Garcia-Gonzales.(2007)	Teleogryllus.oceanicus	Ovary.weight	no	0.3	2.768896	91.11	6.460757333	Size	Weight	Insect	Narrowsense
Simmons.&.Garcia-Gonzales.(2007)	Teleogryllus.oceanicus	Embryo.viability	yes	0.22	9.333025	17.07	33.08981591	LH	Proportion	Insect	Narrowsense
Simmons.&.Kotiaho.(2002)	Onthophagus.taurus	testis.weight.	no	0.97	2.43	2.75	0.075	Size	Weight	Insect	Narrowsense
Simmons.&.Kotiaho.(2002)	Onthophagus.taurus	ejaculate.volume.	no	0.41	5.139	3.97	7.396	Size	Volume	Insect	Narrowsense
Simmons.&.Kotiaho.(2002)	Onthophagus.taurus	sperm.length	no	1.14	0.08	0.99	-0.01	Size	Linear	Insect	Narrowsense
Simmons.&.Kotiaho.(2002)	Onthophagus.taurus	copula.duration.	no	0.58	2.713	160.41	1.964	Behavior	Time	Insect	Narrowsense
Simmons.&.Kotiaho.(2002)	Onthophagus.taurus	soma.weight	no	0.02	0.044	82.38	2.161	Size	Weight	Insect	Narrowsense
Simmons.&.Kotiaho.(2002)	Onthophagus.taurus	pronotum.width	no	0	0	5.34	NA	Size	Linear	Insect	Narrowsense
Simmons.&.Kotiaho.(2002)	Onthophagus.taurus	condition	no	0.84	0.663	82.37	0.126	Shape	Transformed	Insect	Narrowsense
Simons.&.Johnston.(2006)	Lobelia.inflata	time.to.germination.	yes	0.07	1.35	NA	17.936	LH	Time	Plant	Broadsense
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	femur.length	no	0.55	0.244	1.05	0.2	Size	Linear	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	head.width	no	0.46	0.272	0.52	0.32	Size	Linear	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	thorax.length	no	0.49	0.431	0.32	0.448	Size	Linear	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	thorax.width	no	0.53	0.252	0.58	0.224	Size	Linear	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	gonad.weight.	no	0.84	5.779	0.061	1.101	Size	Weight	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	development.time.	yes	0.29	0.174	76.2	0.426	LH	Time	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	femur.length	no	0.72	0.196	1.15	0.076	Size	Linear	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	head.width	no	0.58	0.186	0.53	0.135	Size	Linear	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	thorax.length	no	0.38	0.264	0.36	0.431	Size	Linear	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	thorax.width	no	0.7	0.301	0.61	0.129	Size	Linear	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	ovipositor.length	no	0.36	0.365	1.59	0.648	Size	Linear	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	gonad.weight.	no	0.55	13.484	0.206	11.033	Size	Weight	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	development.time.	yes	0.31	0.172	72.4	0.384	LH	Time	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	femur.length	no	0.36	0.17	1.02	0.301	Size	Linear	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	head.width	no	0.29	0.186	0.5	0.454	Size	Linear	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	thorax.length	no	0.29	0.272	0.31	0.665	Size	Linear	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	thorax.width	no	0.27	0.138	0.56	0.372	Size	Linear	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	gonad.weight.	no	0.56	5.42	0.045	4.259	Size	Weight	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	development.time.	yes	0.34	0.289	80.2	0.562	LH	Time	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	femur.length	no	0.46	0.177	1.13	0.207	Size	Linear	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	head.width	no	0.25	0.087	0.51	0.26	Size	Linear	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	thorax.length	no	0.25	0.195	0.34	0.584	Size	Linear	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	thorax.width	no	0.38	0.169	0.6	0.276	Size	Linear	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	ovipositor.length	no	0.19	0.312	1.56	1.331	Size	Linear	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	gonad.weight.	no	0.25	5.068	0.191	15.205	Size	Weight	Insect	Fullsib
Simons.&.Roff.(1994)	Gryllus.pennsylvanicus	development.time.	yes	0.32	0.254	76.3	0.54	LH	Time	Insect	Fullsib
Simons.et.al..(1998)	Gryllus.pennsylvanicus	Growth.slope	no	0.44	0.084	NA	0.107	LH	Transformed	Insect	Fullsib
Simons.et.al..(1998)	Gryllus.pennsylvanicus	Dev..time	yes	0.26	0.049	NA	0.14	LH	NA	Insect	Fullsib
Simons.et.al..(1998)	Gryllus.pennsylvanicus	Survival	yes	0.07	6.943	NA	92.246	LH	NA	Insect	Fullsib
Simons.et.al..(1998)	Gryllus.pennsylvanicus	Femur.length	no	0.69	0.096	NA	0.043	Size	NA	Insect	Fullsib
Simons.et.al..(1998)	Gryllus.pennsylvanicus	Head.width	no	0.76	0.1	NA	0.032	Size	NA	Insect	Fullsib
Simons.et.al..(1998)	Gryllus.pennsylvanicus	Ovary.weight	no	0.61	6.838	NA	4.372	Size	NA	Insect	Fullsib
Simons.et.al..(1998)	Gryllus.pennsylvanicus	Growth.slope	no	0.25	0.054	NA	0.163	LH	Transformed	Insect	Fullsib
Simons.et.al..(1998)	Gryllus.pennsylvanicus	Dev..time	yes	0.5	0.116	NA	0.116	LH	NA	Insect	Fullsib
Simons.et.al..(1998)	Gryllus.pennsylvanicus	Survival	yes	0.02	2.843	NA	139.287	LH	NA	Insect	Fullsib
Simons.et.al..(1998)	Gryllus.pennsylvanicus	Femur.length	no	0.5	0.072	NA	0.072	Size	NA	Insect	Fullsib
Simons.et.al..(1998)	Gryllus.pennsylvanicus	Head.width	no	0.39	0.06	NA	0.094	Size	NA	Insect	Fullsib
Simons.et.al..(1998)	Gryllus.pennsylvanicus	Ovary.weight	no	0.3	2.369	NA	5.527	Size	NA	Insect	Fullsib
Steigena.et.al..(2005)	Bicyclus.anynana	"Egg.size.Age.4,.27C"	no	0.029	0.016904043	0.649	0.565994006	Size	Area	Insect	Narrowsense
Steigena.et.al..(2005)	Bicyclus.anynana	"Egg.size.age.10,.20C"	no	0.108	0.066481994	0.665	0.549092028	Size	Area	Insect	Narrowsense
Steigena.et.al..(2005)	Bicyclus.anynana	"Egg.size.Age.16,.20C"	no	0.057	0.030581963	0.705	0.505943698	Size	Area	Insect	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	culmen.depth	no	0.61	0.066	96.37	0.042	Size	Linear	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	culmen.length	no	0.25	0.016	479.93	0.048	Size	Linear	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	tarsus.length	no	0.31	0.03	442.9	0.067	Size	Linear	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	tail.length	no	0.16	0.02	104.5	0.103	Size	Linear	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	wing.length	no	0.59	0.031	277.2	0.021	Size	Linear	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	weight	no	0.27	0.148	272.1	0.4	Size	Weight	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	Number.breeding.season	yes	0	0	4.26	NA	LH	Time	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	longevity	yes	0	0	11.96	NA	LH	Time	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	Age.at.first.reproduction	yes	0.11	1.57	4.44	12.703	LH	Time	Bird	Narrowsense
